Node | Distance To | Previous Node in Path (-1 is unreachable, or starting node)
751 | 0.9 | 7149
752 | 1.9 | 5102
753 | 2.1 | 1979
754 | 2.0 | 6102
755 | 0.2 | 2431
756 | 5.7 | 407
757 | 2.4 | 2632
758 | 2.0 | 271
759 | 2.7 | 2702
760 | 0.1 | 354
761 | 0.3 | 4562
762 | 3.8 | 3606
763 | 0.7 | 4849
764 | 0.5 | 4129
765 | 1.1 | 5064
766 | 3.3 | 1164
767 | 2.4 | 1890
768 | 4.4 | 1777
769 | 2.5 | 81
770 | 5.1 | 5095
771 | 0.2 | 6912
772 | 1.4 | 6710
773 | 0.3 | 3823
774 | 2.2 | 4307
775 | 2.2 | 5951
776 | 1.0 | 2030
777 | 2.0 | 4030
778 | 0.1 | 7471
779 | 3.7 | 1199
780 | 2.0 | 1135
781 | 1.2 | 3513
782 | 1.8 | 5139
783 | 2.0 | 3080
784 | 1.0 | 1810
785 | 0.4 | 12
786 | 1.1 | 2885
787 | 0.2 | 4461
788 | 0.6 | 1179
789 | 2.1 | 4018
790 | 1.5 | 423
791 | 2.9 | 4903
792 | 2.9 | 4624
793 | 0.8 | 2103
794 | 1.2 | 1860
795 | 1.0 | 7161
796 | 2.8 | 5473
797 | 0.3 | 4593
798 | 2.8 | 4424
799 | 1.0 | 6235
800 | 0.2 | 5365
801 | 2.8 | 5204
802 | 2.9 | 1559
803 | 1.4 | 5012
804 | 0.6 | 1465
805 | 0.7 | 6699
806 | 0.4 | 2670
807 | 1.3 | 886
808 | 1.8 | 1767
809 | 3.3 | 3416
810 | 1.1 | 2477
811 | 2.4 | 2208
812 | 2.8 | 6306
813 | 1.7 | 6510
814 | 0.3 | 4020
815 | 2.7 | 6014
816 | 0.9 | 2956
817 | 0.9 | 2408
818 | 1.8 | 2380
819 | 1.3 | 499
820 | 1.8 | 6455
821 | 1.3 | 7103
822 | 0.9 | 877
823 | 4.0 | 15
824 | 0.2 | 1131
825 | 0.5 | 5332
826 | 3.7 | 3402
827 | 0.1 | 4708
828 | 1.9 | 4524
829 | 3.1 | 5049
830 | 1.2 | 5619
831 | 1.6 | 6213
832 | 2.7 | 2746
833 | 1.8 | 5685
834 | 0.5 | 416
835 | 3.4 | 3276
836 | 0.8 | 1079
837 | 2.6 | 6825
838 | 0.6 | 5934
839 | 2.2 | 872
840 | 1.3 | 1073
841 | 3.0 | 5381
842 | 2.7 | 5650
843 | 2.9 | 2705
844 | 1.1 | 1628
845 | 0.4 | 47
846 | 3.6 | 1804
847 | 1.8 | 7368
848 | 3.4 | 730
849 | 0.6 | 285
850 | 0.7 | 5693
851 | 3.9 | 462
852 | 2.0 | 7072
853 | 2.5 | 7286
854 | 2.5 | 1493
855 | 0.2 | 1728
856 | 0.1 | 7186
857 | 1.8 | 4552
858 | 0.5 | 1488
859 | 1.8 | 2949
860 | 1.9 | 2089
861 | 2.5 | 2340
862 | 6.3 | 753
863 | 1.0 | 5145
864 | 1.5 | 3431
865 | 0.2 | 3600
866 | 0.6 | 1534
867 | 3.8 | 2979
868 | 5.2 | 1318
869 | 1.3 | 2480
870 | 1.4 | 2741
871 | 3.8 | 4150
872 | 1.9 | 1128
873 | 2.9 | 3412
874 | 3.5 | 961
875 | 2.7 | 5869
876 | 1.6 | 2919
877 | 2.0 | 516
878 | 1.6 | 767
879 | 2.6 | 4281
880 | 2.7 | 6024
881 | 1.1 | 2682
882 | 4.4 | 4788
